;$FILEVERSION=1.1
;$STARTTIME=45937.0536003472
;
;   Start time: 07/10/2025 01:17:11.070.0
;   Generated by PCAN-View v5.3.0.942
;
;   Message Number
;   |         Time Offset (ms)
;   |         |        Type
;   |         |        |        ID (hex)
;   |         |        |        |     Data Length
;   |         |        |        |     |   Data Bytes (hex) ...
;   |         |        |        |     |   |
;---+--   ----+----  --+--  ----+---  +  -+ -- -- -- -- -- -- --
 31044)     44417.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 31045)     44417.2  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 31046)     44418.1  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 31047)     44419.3  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 31048)     44419.4  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 31049)     44451.2  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 31050)     44452.1  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 31051)     44453.0  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 31052)     44453.1  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 31053)     44454.0  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 31054)     44454.1  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 31055)     44455.1  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 31056)     44455.1  Rx     1807F401  8  00 01 61 A8 02 A0 7F 00 
 31057)     44456.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 31058)     44457.0  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 31059)     44457.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 31060)     44458.1  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 31061)     44458.1  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 31062)     44459.0  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 31063)     44459.1  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 31064)     44460.1  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 31065)     44460.1  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 31066)     44461.1  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 31067)     44462.0  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 31068)     44462.1  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 31069)     44463.0  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
 31070)     44463.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 31071)     44464.0  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 31072)     44464.1  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 31073)     44465.0  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 31074)     44466.0  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 31075)     44466.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 31076)     44467.3  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 31077)     44467.5  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 31078)     44468.3  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 31079)     44469.2  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 31080)     44469.3  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 31081)     44497.9  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 31082)     44499.8  Rx     18130281  6  30 18 08 0D 0C 01 
 31083)     44501.2  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 31084)     44501.9  Rx     18130381  8  03 38 03 27 00 0A 00 11 
 31085)     44502.3  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 31086)     44503.2  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 31087)     44503.2  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 31088)     44504.2  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 31089)     44504.2  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 31090)     44505.8  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 31091)     44505.8  Rx     1807F401  8  00 01 61 A8 02 A0 80 00 
 31092)     44505.9  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 31093)     44506.8  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 31094)     44508.2  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 31095)     44508.2  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 31096)     44508.3  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 31097)     44509.6  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 31098)     44510.0  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 31099)     44510.4  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 31100)     44510.5  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 31101)     44511.2  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 31102)     44511.5  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 31103)     44511.9  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 31104)     44512.8  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
 31105)     44513.8  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 31106)     44513.9  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 31107)     44514.7  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 31108)     44514.9  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 31109)     44515.9  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 31110)     44516.0  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 31111)     44516.8  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 31112)     44517.9  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 31113)     44517.9  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 31114)     44518.4  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 31115)     44518.9  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 31116)     44551.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 31117)     44552.3  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 31118)     44553.1  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 31119)     44553.2  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 31120)     44554.5  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 31121)     44554.8  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 31122)     44555.6  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 31123)     44555.9  Rx     1807F401  8  00 01 61 A8 02 A0 80 00 
 31124)     44557.0  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 31125)     44557.3  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 31126)     44557.7  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 31127)     44558.1  Rx     1812F401  8  93 08 98 08 86 08 90 08 
 31128)     44558.7  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 31129)     44559.0  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 31130)     44559.5  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 31131)     44560.4  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 31132)     44560.5  Rx     1817F401  8  8D 08 91 08 8D 08 92 08 
 31133)     44561.2  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 31134)     44562.1  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 31135)     44562.1  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 31136)     44563.1  Rx     1822F401  8  A2 02 A3 02 B2 02 A2 02 
 31137)     44563.2  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 31138)     44564.1  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 31139)     44564.1  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 31140)     44565.1  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 31141)     44566.1  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 31142)     44566.1  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 31143)     44567.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 31144)     44567.2  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 31145)     44568.1  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 31146)     44569.1  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 31147)     44569.2  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 31148)     44597.9  Rx     18130181  8  0C EC 0C E2 34 33 06 32 
 31149)     44599.8  Rx     18130281  6  30 18 08 0D 0C 01 
 31150)     44601.9  Rx     18130381  8  03 38 03 27 00 0A 00 11 
 31151)     44602.2  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 31152)     44602.3  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 31153)     44603.2  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 31154)     44603.2  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 31155)     44604.2  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 31156)     44604.2  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 31157)     44605.2  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 31158)     44605.2  Rx     1807F401  8  00 01 61 A8 02 A0 82 00 
 31159)     44606.2  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 31160)     44607.2  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 31161)     44607.2  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 31162)     44608.2  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 31163)     44608.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 31164)     44609.2  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 31165)     44609.2  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 31166)     44610.2  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 31167)     44610.3  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 31168)     44611.3  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 31169)     44611.4  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 31170)     44612.2  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 31171)     44613.2  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 31172)     44613.2  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 31173)     44614.2  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 31174)     44614.3  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 31175)     44615.2  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 31176)     44616.9  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 31177)     44617.3  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 31178)     44617.5  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 31179)     44617.9  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 31180)     44618.6  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 31181)     44619.8  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 31182)     44619.9  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 31183)     44652.6  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 31184)     44652.7  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 31185)     44653.0  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 31186)     44653.1  Rx     1803F401  8  0C 94 08 01 8B 08 0C 00 
 31187)     44654.0  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 31188)     44655.2  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 31189)     44655.2  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 31190)     44656.1  Rx     1807F401  8  00 01 61 A8 02 A0 82 00 
 31191)     44656.1  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 31192)     44657.0  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 31193)     44657.1  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 31194)     44658.1  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 31195)     44658.1  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 31196)     44659.1  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 31197)     44659.1  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 31198)     44660.1  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 31199)     44661.1  Rx     1817F401  8  8D 08 91 08 8D 08 92 08 
 31200)     44661.2  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 31201)     44662.1  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 31202)     44662.2  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 31203)     44663.0  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 31204)     44663.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 31205)     44664.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 31206)     44664.9  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 31207)     44665.3  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 31208)     44665.4  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 31209)     44666.4  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 31210)     44667.0  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 31211)     44668.1  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 31212)     44668.1  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 31213)     44669.1  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 31214)     44669.1  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 31215)     44697.9  Rx     18130181  8  0C EC 0C E3 34 33 06 32 
 31216)     44699.8  Rx     18130281  6  30 18 08 0D 0C 01 
 31217)     44701.9  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 31218)     44701.9  Rx     18130381  8  03 38 03 27 00 09 00 11 
 31219)     44702.3  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 31220)     44703.3  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 31221)     44703.4  Rx     1803F401  8  0C 95 08 04 8B 08 0C 00 
 31222)     44704.3  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 31223)     44704.4  Rx     1805F401  8  0C 93 08 06 8D 08 01 00 
 31224)     44705.4  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 31225)     44705.4  Rx     1807F401  8  00 01 61 A8 02 A0 7F 00 
 31226)     44706.4  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 31227)     44706.4  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 31228)     44707.3  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 31229)     44708.3  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 31230)     44708.4  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 31231)     44709.4  Rx     1814F401  8  94 08 91 08 91 08 95 08 
 31232)     44709.5  Rx     1815F401  8  94 08 92 08 94 08 8F 08 
 31233)     44710.4  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 31234)     44710.4  Rx     1817F401  8  8D 08 91 08 8D 08 92 08 
 31235)     44711.3  Rx     1818F401  8  90 08 93 08 8F 08 92 08 
 31236)     44711.4  Rx     1819F401  8  92 08 91 08 93 08 93 08 
 31237)     44712.3  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 31238)     44713.3  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 31239)     44713.3  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 31240)     44714.3  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 31241)     44714.4  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 31242)     44715.3  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 31243)     44715.3  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 31244)     44716.3  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 31245)     44717.7  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 31246)     44717.8  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 31247)     44718.3  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 31248)     44718.4  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 31249)     44719.3  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 31250)     44752.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 31251)     44752.4  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 31252)     44753.2  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 31253)     44753.2  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 31254)     44754.2  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 31255)     44754.2  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 31256)     44755.2  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 31257)     44755.3  Rx     1807F401  8  00 01 61 A8 02 A0 7F 00 
 31258)     44756.2  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 31259)     44757.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 31260)     44757.6  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 31261)     44759.3  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 31262)     44759.7  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 31263)     44760.0  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 31264)     44760.3  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 31265)     44760.4  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 31266)     44760.7  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 31267)     44760.7  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 31268)     44761.4  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 31269)     44762.2  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 31270)     44763.2  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 31271)     44763.3  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 31272)     44764.2  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 31273)     44764.4  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 31274)     44765.5  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 31275)     44765.6  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 31276)     44766.2  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 31277)     44767.3  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 31278)     44767.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 31279)     44768.2  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 31280)     44768.2  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 31281)     44769.2  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 31282)     44797.9  Rx     18130181  8  0C EC 0C E3 34 33 06 32 
 31283)     44799.9  Rx     18130281  6  30 18 08 0D 0C 01 
 31284)     44801.7  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 31285)     44801.9  Rx     18130381  8  03 38 03 27 00 09 00 11 
 31286)     44802.4  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 31287)     44803.2  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 31288)     44803.2  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 31289)     44804.5  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 31290)     44804.8  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 31291)     44805.9  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 31292)     44806.2  Rx     1807F401  8  00 01 61 A8 02 A0 7F 00 
 31293)     44806.5  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 31294)     44807.9  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 31295)     44808.3  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 31296)     44808.8  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 31297)     44809.2  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 31298)     44809.4  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 31299)     44809.6  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 31300)     44810.2  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 31301)     44811.2  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 31302)     44811.2  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 31303)     44812.2  Rx     1819F401  8  92 08 91 08 93 08 93 08 
 31304)     44812.2  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 31305)     44813.2  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 31306)     44813.2  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 31307)     44814.2  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 31308)     44814.2  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 31309)     44815.2  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 31310)     44816.3  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 31311)     44816.3  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 31312)     44817.2  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 31313)     44817.3  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 31314)     44818.3  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 31315)     44818.3  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 31316)     44819.3  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 31317)     44852.3  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 31318)     44852.7  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 31319)     44852.8  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 31320)     44853.4  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 31321)     44854.5  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 31322)     44854.5  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 31323)     44855.5  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 31324)     44855.5  Rx     1807F401  8  00 01 61 A8 02 A0 7F 00 
 31325)     44856.4  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 31326)     44856.5  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 31327)     44857.4  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 31328)     44858.4  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 31329)     44858.5  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 31330)     44859.4  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 31331)     44859.5  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 31332)     44860.5  Rx     1816F401  8  94 08 90 08 91 08 8B 08 
 31333)     44860.5  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 31334)     44861.4  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 31335)     44861.5  Rx     1819F401  8  92 08 91 08 93 08 93 08 
 31336)     44862.5  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 31337)     44862.5  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 31338)     44863.4  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 31339)     44864.5  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 31340)     44864.5  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 31341)     44865.4  Rx     1826F401  8  00 00 00 00 00 00 00 00 
 31342)     44865.4  Rx     1827F401  8  00 00 00 00 00 00 00 00 
 31343)     44866.9  Rx     1828F401  8  00 00 00 00 00 00 00 00 
 31344)     44868.1  Rx     1829F401  8  00 00 00 00 00 00 00 00 
 31345)     44868.5  Rx     182AF401  8  00 00 00 00 00 00 00 00 
 31346)     44869.1  Rx     182BF401  8  00 00 00 00 00 00 00 00 
 31347)     44869.5  Rx     182CF401  8  00 00 00 00 00 00 00 00 
 31348)     44870.0  Rx     18A1F401  8  07 01 00 00 2C 21 01 B8 
 31349)     44876.0  Rx     18150181  8  00 00 00 00 00 00 00 00 
 31350)     44878.0  Rx     18150281  8  00 00 00 00 00 00 00 00 
 31351)     44880.0  Rx     18130481  8  00 00 00 00 00 00 00 00 
 31352)     44882.0  Rx     18410181  8  00 00 00 00 00 00 00 00 
 31353)     44883.9  Rx     18110181  8  0C E7 0C EA 0C EA 0C EA 
 31354)     44886.0  Rx     18110281  8  0C E7 0C EA 0C E8 0C EC 
 31355)     44888.0  Rx     18110381  8  0C EC 0C EB 0C E9 0C E6 
 31356)     44890.0  Rx     18110481  8  0C E3 0C E9 0C EC 0C E9 
 31357)     44891.9  Rx     18110581  8  0C EA 0C E9 0C E8 0C EA 
 31358)     44893.9  Rx     18110681  8  0C E9 0C E9 0C E9 0C E9 
 31359)     44895.9  Rx     18110781  8  0C EA 0C EA 0C EA 0C EA 
 31360)     44897.9  Rx     18110881  8  0C EB 0C E9 0C EA 0C EB 
 31361)     44899.9  Rx     18110981  8  0C EB 0C EA 0C EB 0C E8 
 31362)     44901.4  Rx     180101F4  8  0B 6E 01 5A 08 5A 00 00 
 31363)     44901.9  Rx     18110A81  8  0C E4 0C E9 0C E9 0C EA 
 31364)     44902.4  Rx     1801F401  8  0C 98 08 06 85 08 0B 00 
 31365)     44903.3  Rx     1802F401  8  8E 08 0B 6E 00 00 00 00 
 31366)     44903.5  Rx     1803F401  8  0C 95 08 07 8B 08 0C 00 
 31367)     44903.9  Rx     18110B81  8  0C E7 0C E7 0C E8 0C EA 
 31368)     44904.3  Rx     1804F401  8  91 08 01 5A 00 00 00 00 
 31369)     44904.5  Rx     1805F401  8  0C 93 08 0B 8D 08 01 00 
 31370)     44905.4  Rx     1806F401  8  90 08 08 5A 00 00 00 00 
 31371)     44905.4  Rx     1807F401  8  00 01 61 A8 02 A0 80 00 
 31372)     44906.4  Rx     1808F401  8  03 09 B2 02 07 A2 02 05 
 31373)     44906.8  Rx     18110C81  8  0C E7 0C E7 0C E7 0C E6 
 31374)     44907.3  Rx     1809F401  8  00 00 00 00 00 00 00 00 
 31375)     44907.4  Rx     1811F401  8  8B 08 8C 08 92 08 8A 08 
 31376)     44908.2  Rx     1812F401  8  92 08 98 08 86 08 90 08 
 31377)     44908.3  Rx     1813F401  8  8F 08 8B 08 85 08 96 08 
 31378)     44908.5  Rx     18120181  8  03 27 03 29 03 28 03 29 
 31379)     44909.2  Rx     1814F401  8  94 08 91 08 91 08 94 08 
 31380)     44909.3  Rx     1815F401  8  94 08 92 08 95 08 8F 08 
 31381)     44910.2  Rx     1816F401  8  95 08 90 08 91 08 8B 08 
 31382)     44910.8  Rx     18120281  8  03 29 03 2D 03 29 03 2B 
 31383)     44911.5  Rx     1817F401  8  8D 08 91 08 8D 08 91 08 
 31384)     44911.6  Rx     1818F401  8  90 08 92 08 8F 08 92 08 
 31385)     44912.4  Rx     18120381  8  03 2C 03 2D 03 33 03 38 
 31386)     44912.7  Rx     1819F401  8  92 08 90 08 93 08 93 08 
 31387)     44912.9  Rx     1821F401  8  A9 02 A8 02 A8 02 B1 02 
 31388)     44914.1  Rx     18120481  8  03 2A 03 2B 03 2B 03 2C 
 31389)     44914.7  Rx     1822F401  8  A2 02 A3 02 B2 02 A3 02 
 31390)     44915.1  Rx     1823F401  8  A7 02 00 00 00 00 00 00 
 31391)     44915.7  Rx     1824F401  8  00 00 00 00 00 00 00 00 
 31392)     44915.7  Rx     1825F401  8  00 00 00 00 00 00 00 00 
 31393)     44916.0  Rx     1826F401  8  00 00 00 00 00 00 00 00 
